Date,Day of Week,Lecture_No,Start_Time,End_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total Enrolled Students,Students Present,Attendence Percentage,Previous Lecture Attendence,Gap Since Previous Lecture,Practical/ Theory,Internal Test Week,Assignment Due,Holiday Before/ After,Special Event,Weather,Faculty Experience,Start Time Minutes,End Time Minutes,Day of Semester,Week Number,Days Since Last Holiday,Consecutive Lecture Count (Day),Previous Lecture Attendance,Rolling Avg Attendance (Prev 3),Historical Avg Attendance,Monthly Avg Attendance,Macro Historical Avg Attendance,Lunch Time Slot,Week Before Exam
2026-06-18,Thursday,2,10.15 AM,11.15 AM,Soft Skill,SD,3,MCA,A,Seminar Hall,103,30,29.13,30.1,0.0,Theory,Yes,No,No,No,Rainy,8,615,675,4,1,3.0,2,30.1,41.1,42.44142857142857,42.44142857142857,62.41125,Before Lunch,1
2026-06-18,Thursday,2,10.15 AM,11.15 AM,Soft Skill,SD,3,MCA,B,Seminar Hall,102,32,31.37,32.35,0.0,Theory,Yes,No,No,No,Rainy,8,615,675,4,1,3.0,2,32.35,37.580000000000005,42.43714285714286,42.43714285714286,61.40272727272727,Before Lunch,1
2026-06-18,Thursday,3,01.30 PM,02.30 PM,CI/CD Session,,3,MCA,A,Computer Lab,103,85,82.52,76.7,2.25,Practical,Yes,No,No,No,Rainy,0,810,870,4,1,3.0,3,76.7,77.02333333333333,77.185,77.185,60.51941176470588,After Lunch,1
2026-06-18,Thursday,3,01.30 PM,02.30 PM,CI/CD Session,,3,MCA,B,Computer Lab,102,90,88.24,75.49,2.25,Practical,Yes,No,No,No,Rainy,0,810,870,4,1,3.0,3,75.49,77.12333333333333,77.94,77.94,61.147999999999996,After Lunch,1
2026-06-19,Friday,1,09.15 AM,10.15 AM,Soft Skill,SD,3,MCA,A,Seminar Hall,103,29,28.16,29.13,0.0,Theory,Yes,No,No,No,Cloudy,8,555,615,5,1,4.0,1,29.13,35.92333333333333,40.777499999999996,40.777499999999996,61.900555555555556,Before Lunch,1
2026-06-19,Friday,1,09.15 AM,10.15 AM,Soft Skill,SD,3,MCA,B,Seminar Hall,102,33,32.35,31.37,0.0,Theory,Yes,No,No,No,Cloudy,8,555,615,5,1,4.0,1,31.37,31.69666666666667,41.05375,41.05375,60.98864864864865,Before Lunch,1
2026-06-19,Friday,2,10.15 AM,11.15 AM,Soft Skill,SD,3,MCA,A,Seminar Hall,103,31,30.1,28.16,0.0,Theory,Yes,No,No,No,Cloudy,8,615,675,5,1,4.0,2,28.16,29.13,39.37555555555556,39.37555555555556,60.23499999999999,Before Lunch,1
2026-06-19,Friday,2,10.15 AM,11.15 AM,Soft Skill,SD,3,MCA,B,Seminar Hall,102,33,32.35,32.35,0.0,Theory,Yes,No,No,No,Cloudy,8,615,675,5,1,4.0,2,32.35,32.02333333333333,40.086666666666666,40.086666666666666,59.4623076923077,Before Lunch,1
2026-06-20,Saturday,1,01.00 PM,04.00 PM,Soft Skill Evaluation,SD,3,MCA,A,Seminar Hall,103,29,28.16,,0.0,Practical,Yes,No,Yes,No,Sunny,8,780,960,6,1,5.0,1,,,,,58.7845,After Lunch,1
2026-06-20,Saturday,1,01.00 PM,04.00 PM,Soft Skill Evaluation,SD,3,MCA,B,Seminar Hall,102,31,30.39,,0.0,Practical,Yes,No,Yes,No,Sunny,8,780,960,6,1,5.0,1,,,,,58.03756097560976,After Lunch,1
2026-06-22,Monday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,99,96.12,,0.0,Theory,Yes,No,Yes,No,Cloudy,12,510,555,8,2,2.0,1,,,,,57.37928571428571,Before Lunch,1
2026-06-22,Monday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,,0.0,Theory,Yes,No,Yes,No,Cloudy,12,510,555,8,2,2.0,1,,,,,58.28023255813954,Before Lunch,1
2026-06-22,Monday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,99,96.12,96.12,0.0,Theory,Yes,No,Yes,No,Cloudy,12,555,615,8,2,0.0,2,96.12,96.12,96.12,96.12,59.05022727272728,Before Lunch,1
2026-06-22,Monday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,92.16,0.0,Theory,Yes,No,Yes,No,Cloudy,12,555,615,8,2,0.0,2,92.16,92.16,92.16,92.16,59.873999999999995,Before Lunch,1
2026-06-22,Monday,3,10.15 AM,11.15 AM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,94,91.26,,0.0,Theory,Yes,No,Yes,No,Cloudy,14,615,675,8,2,0.0,3,,,,,60.57586956521739,Before Lunch,1
2026-06-22,Monday,3,10.15 AM,11.15 AM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,90,88.24,,0.0,Theory,Yes,No,Yes,No,Cloudy,14,615,675,8,2,0.0,3,,,,,61.22872340425532,Before Lunch,1
2026-06-22,Monday,4,11.15 AM,12.15 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,94,91.26,91.26,0.0,Theory,Yes,No,Yes,No,Cloudy,14,675,735,8,2,0.0,4,91.26,91.26,91.26,91.26,61.79145833333333,Before Lunch,1
2026-06-22,Monday,4,11.15 AM,12.15 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,90,88.24,88.24,0.0,Theory,Yes,No,Yes,No,Cloudy,14,675,735,8,2,0.0,4,88.24,88.24,88.24,88.24,62.392857142857146,Before Lunch,1
2026-06-22,Monday,5,01.30 PM,02.30 PM,STQA Practical,"DPY, AAB",3,MCA,A,Computer Lab,103,97,94.17,,1.25,Practical,Yes,No,Yes,No,Cloudy,11,810,870,8,2,0.0,5,,,,,62.9098,After Lunch,1
2026-06-22,Monday,5,01.30 PM,02.30 PM,STQA Practical,"DPY, AAB",3,MCA,B,Computer Lab,102,88,86.27,,1.25,Practical,Yes,No,Yes,No,Cloudy,11,810,870,8,2,0.0,5,,,,,63.522745098039216,After Lunch,1
2026-06-22,Monday,6,02.30 PM,03.30 PM,STQA Practical,"DPY, AAB",3,MCA,A,Computer Lab,103,97,94.17,94.17,0.0,Practical,Yes,No,Yes,No,Cloudy,11,870,930,8,2,0.0,6,94.17,94.17,94.17,94.17,63.9601923076923,After Lunch,1
2026-06-22,Monday,6,02.30 PM,03.30 PM,STQA Practical,"DPY, AAB",3,MCA,B,Computer Lab,102,88,86.27,86.27,0.0,Practical,Yes,No,Yes,No,Cloudy,11,870,930,8,2,0.0,6,86.27,86.27,86.27,86.27,64.53018867924528,After Lunch,1
2026-06-23,Tuesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,100,97.09,96.12,0.0,Theory,Yes,No,No,No,Sunny,12,510,555,9,2,1.0,1,96.12,96.12,96.12,96.12,64.93277777777777,Before Lunch,1
2026-06-23,Tuesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,99,97.06,92.16,0.0,Theory,Yes,No,No,No,Sunny,12,510,555,9,2,1.0,1,92.16,92.16,92.16,92.16,65.51745454545454,Before Lunch,1
2026-06-23,Tuesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,100,97.09,97.09,0.0,Theory,Yes,No,No,No,Sunny,12,555,615,9,2,1.0,2,97.09,96.44333333333334,96.44333333333334,96.44333333333334,66.08071428571428,Before Lunch,1
2026-06-23,Tuesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,99,97.06,97.06,0.0,Theory,Yes,No,No,No,Sunny,12,555,615,9,2,1.0,2,97.06,93.79333333333334,93.79333333333334,93.79333333333334,66.62473684210526,Before Lunch,1
2026-06-23,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management & Security,SDM,3,MCA,A,Computer Lab,103,100,97.09,,0.0,Theory,Yes,No,No,No,Sunny,7,615,675,9,2,1.0,3,,,,,67.14948275862069,Before Lunch,1
2026-06-23,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management & Security,SDM,3,MCA,B,Computer Lab,102,98,96.08,,0.0,Theory,Yes,No,No,No,Sunny,7,615,675,9,2,1.0,3,,,,,67.65694915254238,Before Lunch,1
2026-06-23,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,MLK,3,MCA,A,Computer Lab,103,100,97.09,,0.0,Theory,Yes,No,No,No,Sunny,9,675,735,9,2,1.0,4,,,,,68.13066666666667,Before Lunch,1
2026-06-23,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,MLK,3,MCA,B,Computer Lab,102,98,96.08,,0.0,Theory,Yes,No,No,No,Sunny,9,675,735,9,2,1.0,4,,,,,68.60540983606558,Before Lunch,1
2026-06-23,Tuesday,5,01.30 PM,02.30 PM,DS & ML Practical,"MLK, SP",3,MCA,A,Computer Lab,103,96,93.2,,1.25,Practical,Yes,No,No,No,Sunny,10,810,870,9,2,1.0,5,,,,,69.04854838709677,After Lunch,1
2026-06-23,Tuesday,5,01.30 PM,02.30 PM,DS & ML Practical,"MLK, SP",3,MCA,B,Computer Lab,102,94,92.16,,1.25,Practical,Yes,No,No,No,Sunny,10,810,870,9,2,1.0,5,,,,,69.43190476190476,After Lunch,1
2026-06-23,Tuesday,6,02.30 PM,03.30 PM,DS & ML Practical,"MKL, SP",3,MCA,A,Computer Lab,103,96,93.2,93.2,0.0,Practical,Yes,No,No,No,Sunny,10,870,930,9,2,1.0,6,93.2,93.2,93.2,93.2,69.78703125,After Lunch,1
2026-06-23,Tuesday,6,02.30 PM,03.30 PM,DS & ML Practical,"MLK, SP",3,MCA,B,Computer Lab,102,94,92.16,92.16,0.0,Practical,Yes,No,No,No,Sunny,10,870,930,9,2,1.0,6,92.16,92.16,92.16,92.16,70.14723076923076,After Lunch,1
2026-06-24,Wednesday,1,08.30 AM,9.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,100,97.09,97.09,0.0,Theory,No,No,No,No,Rainy,12,510,555,10,2,2.0,1,97.09,96.76666666666667,96.605,96.605,70.48075757575756,Before Lunch,0
2026-06-24,Wednesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,101,99.02,97.06,0.0,Theory,No,No,No,No,Rainy,12,510,555,10,2,2.0,1,97.06,95.42666666666666,94.61,94.61,70.8779104477612,Before Lunch,0
2026-06-24,Wednesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,100,97.09,97.09,0.0,Theory,No,No,No,No,Rainy,12,555,615,10,2,2.0,2,97.09,97.09,96.702,96.702,71.29176470588236,Before Lunch,0
2026-06-24,Wednesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,101,99.02,99.02,0.0,Theory,No,No,No,No,Rainy,12,555,615,10,2,2.0,2,99.02,97.71333333333332,95.49199999999999,95.49199999999999,71.66565217391305,Before Lunch,0
2026-06-24,Wednesday,3,10.15 AM,11.15 AM,Software Testing & Quality Assurance,DPY,3,MCA,A,Computer Lab,103,99,96.12,,0.0,Theory,No,No,No,No,Rainy,10,615,675,10,2,2.0,3,,,,,72.05642857142857,Before Lunch,0
2026-06-24,Wednesday,3,10.15 AM,11.15 AM,Software Testing & Quality Assurance,DPY,3,MCA,B,Computer Lab,102,97,95.1,,0.0,Theory,No,No,No,No,Rainy,10,615,675,10,2,2.0,3,,,,,72.39535211267605,Before Lunch,0
2026-06-24,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management & Security,SDM,3,MCA,A,Computer Lab,103,99,96.12,97.09,0.0,Theory,No,No,No,No,Rainy,7,675,735,10,2,2.0,4,97.09,97.09,97.09,97.09,72.71069444444444,Before Lunch,0
2026-06-24,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management & Security,SDM,3,MCA,B,Computer Lab,102,97,95.1,96.08,0.0,Theory,No,No,No,No,Rainy,7,675,735,10,2,2.0,4,96.08,96.08,96.08,96.08,73.0313698630137,Before Lunch,0
2026-06-24,Wednesday,5,01.30 PM,02.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,92,89.32,91.26,1.25,Theory,No,No,No,No,Rainy,14,810,870,10,2,2.0,5,91.26,91.26,91.26,91.26,73.3295945945946,After Lunch,0
2026-06-24,Wednesday,5,01.30 PM,02.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,85,83.33,88.24,1.25,Theory,No,No,No,No,Rainy,14,810,870,10,2,2.0,5,88.24,88.24,88.24,88.24,73.5428,After Lunch,0
2026-06-24,Wednesday,6,02.30 PM,03.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,92,89.32,89.32,0.0,Theory,No,No,No,No,Rainy,14,870,930,10,2,2.0,6,89.32,90.61333333333334,90.61333333333334,90.61333333333334,73.67157894736842,After Lunch,0
2026-06-24,Wednesday,6,02.30 PM,03.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,85,83.33,83.33,0.0,Theory,No,No,No,No,Rainy,14,870,930,10,2,2.0,6,83.33,86.60333333333334,86.60333333333334,86.60333333333334,73.87480519480519,After Lunch,0
2026-06-25,Thursday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,102,99.03,97.09,0.0,Theory,No,No,Yes,No,Cloudy,12,510,555,11,2,3.0,1,97.09,97.09,96.76666666666667,96.76666666666667,73.99602564102564,Before Lunch,0
2026-06-25,Thursday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,100,98.04,99.02,0.0,Theory,No,No,Yes,No,Cloudy,12,510,555,11,2,3.0,1,99.02,98.36666666666667,96.08,96.08,74.31291139240507,Before Lunch,0
2026-06-25,Thursday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,102,99.03,99.03,0.0,Theory,No,No,Yes,No,Cloudy,12,555,615,11,2,0.0,2,99.03,97.73666666666668,97.09,97.09,74.6095,Before Lunch,0
2026-06-25,Thursday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,100,98.04,98.04,0.0,Theory,No,No,Yes,No,Cloudy,12,555,615,11,2,0.0,2,98.04,98.69333333333333,96.36,96.36,74.91098765432099,Before Lunch,0
2026-06-25,Thursday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,MLK,3,MCA,A,Computer Lab,103,100,97.09,97.09,0.0,Theory,No,No,Yes,No,Cloudy,9,615,675,11,2,0.0,3,97.09,97.09,97.09,97.09,75.1930487804878,Before Lunch,0
2026-06-25,Thursday,3,10.15 AM,11.15 AM,Data Science & Machine Learning,MLK,3,MCA,B,Computer Lab,102,100,98.04,96.08,0.0,Theory,No,No,Yes,No,Cloudy,9,615,675,11,2,0.0,3,96.08,96.08,96.08,96.08,75.45686746987951,Before Lunch,0
2026-06-25,Thursday,4,11.15 AM,12.15PM,Software Testing & Quality Assurance,DPY,3,MCA,A,Computer Lab,103,100,97.09,96.12,0.0,Theory,No,No,Yes,No,Cloudy,10,675,735,11,2,0.0,4,96.12,96.12,96.12,96.12,75.72571428571429,Before Lunch,0
2026-06-25,Thursday,4,11.15 AM,12.15 PM,Software Testing & Quality Assurance,DPY,3,MCA,B,Computer Lab,102,100,98.04,95.1,0.0,Theory,No,No,Yes,No,Cloudy,10,675,735,11,2,0.0,4,95.1,95.1,95.1,95.1,75.97705882352942,Before Lunch,0
2026-06-25,Thursday,5,01.30 PM,02.30 PM,Industry Readiness Program,VSN,3,MCA,A,Seminar Hall,103,100,97.09,,1.25,Theory,No,No,Yes,No,Cloudy,12,810,870,11,2,0.0,5,,,,,76.23360465116279,After Lunch,0
2026-06-25,Thursday,5,01.30 PM,02.30 PM,Industry Readiness Program,VSN,3,MCA,B,Seminar Hall,102,99,97.06,,1.25,Theory,No,No,Yes,No,Cloudy,12,810,870,11,2,0.0,5,,,,,76.47333333333334,After Lunch,0
2026-06-25,Thursday,6,02.30 PM,03.30 PM,Industry Readiness Program,VSN,3,MCA,A,Seminar Hall,103,100,97.09,97.09,0.0,Theory,No,No,Yes,No,Cloudy,12,870,930,11,2,0.0,6,97.09,97.09,97.09,97.09,76.70727272727272,After Lunch,0
2026-06-25,Thursday,6,02.30 PM,03.30 PM,Industry Readiness Program,VSN,3,MCA,B,Seminar Hall,102,99,97.06,97.06,0.0,Theory,No,No,Yes,No,Cloudy,12,870,930,11,2,0.0,6,97.06,97.06,97.06,97.06,76.93629213483146,After Lunch,0
2026-06-27,Saturday,1,08.30 AM,09.15 AM,MAD Practical,OL,3,MCA,A,Computer Lab,103,82,79.61,,0.0,Practical,No,No,Yes,No,Rainy,12,510,555,13,2,2.0,1,,,,,77.15988888888889,Before Lunch,0
2026-06-27,Saturday,1,08.30 AM,09.15 AM,MAD Practical,OL,3,MCA,B,Computer Lab,102,85,83.33,,0.0,Practical,No,No,Yes,No,Rainy,12,510,555,13,2,2.0,1,,,,,77.18681318681318,Before Lunch,0
2026-06-27,Saturday,2,09.15 AM,10.15 AM,MAD Practical,OL,3,MCA,A,Computer Lab,103,82,79.61,79.61,0.0,Practical,No,No,Yes,No,Rainy,12,555,615,13,2,0.0,2,79.61,79.61,79.61,79.61,77.25358695652174,Before Lunch,0
2026-06-27,Saturday,2,09.15 AM,10.15 AM,MAD Practical,OL,3,MCA,B,Computer Lab,102,85,83.33,83.33,0.0,Practical,No,No,Yes,No,Rainy,12,555,615,13,2,0.0,2,83.33,83.33,83.33,83.33,77.2789247311828,Before Lunch,0
2026-06-29,Monday,5,01.30 AM,02.30 PM,STQA Practical,"DPY, AAB",3,MCA,A,Computer Lab,103,91,88.35,94.17,1.25,Practical,No,No,Yes,No,Sunny,11,90,870,15,3,2.0,1,94.17,94.17,94.17,94.17,77.34329787234043,Before Lunch,0
2026-06-29,Monday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,96,93.2,99.03,0.0,Theory,No,No,Yes,No,Sunny,12,510,555,15,3,0.0,2,99.03,98.38333333333333,97.33250000000001,97.33250000000001,77.45915789473685,Before Lunch,0
2026-06-29,Monday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,98.04,0.0,Theory,No,No,Yes,No,Sunny,12,510,555,15,3,2.0,1,98.04,98.36666666666667,96.57,96.57,77.623125,Before Lunch,0
2026-06-29,Monday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,96,93.2,93.2,0.0,Theory,No,No,Yes,No,Sunny,12,555,615,15,3,0.0,3,93.2,97.08666666666666,96.87333333333333,96.87333333333333,77.77298969072166,Before Lunch,0
2026-06-29,Monday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,92.16,0.0,Theory,No,No,Yes,No,Sunny,12,555,615,15,3,0.0,2,92.16,96.08,96.08,96.08,77.93040816326531,Before Lunch,0
2026-06-29,Monday,3,10.15 AM,11.15 AM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,98,95.15,89.32,0.0,Theory,No,No,Yes,No,Sunny,14,615,675,15,3,0.0,4,89.32,89.96666666666665,90.28999999999999,90.28999999999999,78.07414141414142,Before Lunch,0
2026-06-29,Monday,3,10.15 AM,11.15 AM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,94,92.16,83.33,0.0,Theory,No,No,Yes,No,Sunny,14,615,675,15,3,0.0,3,83.33,84.96666666666665,85.785,85.785,78.2449,Before Lunch,0
2026-06-29,Monday,4,11.15 AM,12.15 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,98,95.15,95.15,0.0,Theory,No,No,Yes,No,Sunny,14,675,735,15,3,0.0,5,95.15,91.26333333333332,91.262,91.262,78.38267326732672,Before Lunch,0
2026-06-29,Monday,4,11.15 AM,12.15 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,94,92.16,92.16,0.0,Theory,No,No,Yes,No,Sunny,14,675,735,15,3,0.0,4,92.16,86.27333333333333,87.05999999999999,87.05999999999999,78.54705882352941,Before Lunch,0
2026-06-29,Monday,5,01.30 PM,02.30 PM,STQA Practical,"DPY, AAB",3,MCA,B,Computer Lab,102,98,96.08,86.27,1.25,Practical,No,No,Yes,No,Sunny,11,810,870,15,3,0.0,5,86.27,86.27,86.27,86.27,78.67922330097088,After Lunch,0
2026-06-29,Monday,6,02.30 PM,03.30 PM,STQA Practical,"DPY, AAB",3,MCA,A,Computer Lab,103,91,88.35,88.35,0.0,Practical,No,No,Yes,No,Sunny,11,870,930,15,3,0.0,6,88.35,92.23,92.23,92.23,78.84653846153847,After Lunch,0
2026-06-29,Monday,6,02.30 PM,03.30 PM,STQA Practical,"DPY, AAB",3,MCA,B,Computer Lab,102,98,96.08,96.08,0.0,Practical,No,No,Yes,No,Sunny,11,870,930,15,3,0.0,6,96.08,89.54,89.54,89.54,78.93704761904762,After Lunch,0
2026-06-30,Tuesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,98,95.15,93.2,0.0,Theory,No,No,No,No,Rainy,12,510,555,16,3,1.0,1,93.2,95.14333333333333,96.506,96.506,79.09877358490566,Before Lunch,0
2026-06-30,Tuesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,90,88.24,92.16,0.0,Theory,No,No,No,No,Rainy,12,510,555,16,3,1.0,1,92.16,94.12,95.688,95.688,79.24878504672898,Before Lunch,0
2026-06-30,Tuesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,98,95.15,95.15,0.0,Theory,No,No,No,No,Rainy,12,555,615,16,3,1.0,2,95.15,93.85000000000001,96.38272727272728,96.38272727272728,79.33203703703704,Before Lunch,0
2026-06-30,Tuesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,90,88.24,88.24,0.0,Theory,No,No,No,No,Rainy,12,555,615,16,3,1.0,2,88.24,90.85333333333334,95.01090909090908,95.01090909090908,79.47715596330275,Before Lunch,0
2026-06-30,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management & Security,SDM,3,MCA,A,Computer Lab,103,98,95.15,96.12,0.0,Theory,No,No,No,No,Rainy,7,615,675,16,3,1.0,3,96.12,96.605,96.605,96.605,79.55681818181819,Before Lunch,0
2026-06-30,Tuesday,3,10.15 AM,11.15 AM,Principles of Cloud Management & Security,SDM,3,MCA,B,Computer Lab,102,94,92.16,95.1,0.0,Theory,No,No,No,No,Rainy,7,615,675,16,3,1.0,3,95.1,95.59,95.59,95.59,79.6972972972973,Before Lunch,0
2026-06-30,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,MLK,3,MCA,A,Computer Lab,103,98,95.15,97.09,0.0,Theory,No,No,No,No,Rainy,9,675,735,16,3,1.0,4,97.09,97.09,97.09,97.09,79.80857142857143,Before Lunch,0
2026-06-30,Tuesday,4,11.15 AM,12.15 PM,Data Science & Machine Learning,"MLK, SP",3,MCA,B,Computer Lab,102,94,92.16,98.04,0.0,Theory,No,No,No,No,Rainy,10,675,735,16,3,1.0,4,98.04,97.06,97.06,97.06,79.94433628318583,Before Lunch,0
2026-06-30,Tuesday,5,01.30 PM,02.30 PM,DS & ML Practical,"MLK, SP",3,MCA,A,Computer Lab,103,94,91.26,93.2,1.25,Practical,No,No,No,No,Rainy,10,810,870,16,3,1.0,5,93.2,93.2,93.2,93.2,80.05149122807018,After Lunch,0
2026-06-30,Tuesday,5,01.30 PM,02.30 PM,DS & ML Practical,"MLK, SP",3,MCA,B,Computer Lab,102,89,87.25,92.16,1.25,Practical,No,No,No,No,Rainy,10,810,870,16,3,1.0,5,92.16,92.16,92.16,92.16,80.14895652173912,After Lunch,0
2026-06-30,Tuesday,6,02.30 PM,03.30 PM,DS & ML Practical,MLK. SP,3,MCA,A,Computer Lab,103,94,91.26,91.26,0.0,Practical,No,No,No,No,Rainy,10,870,930,16,3,1.0,6,91.26,92.55333333333334,92.55333333333334,92.55333333333334,80.2101724137931,After Lunch,0
2026-06-30,Tuesday,6,02.30 PM,03.30 PM,DS & ML Practical,MLK,3,MCA,B,Computer Lab,102,89,87.25,87.25,0.0,Practical,No,No,No,No,Rainy,9,870,930,16,3,1.0,6,87.25,90.52333333333333,90.52333333333333,90.52333333333333,80.30461538461537,After Lunch,0
2026-07-01,Wednesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,98,95.15,95.15,0.0,Theory,No,No,No,No,Cloudy,12,510,555,17,3,2.0,1,95.15,94.5,96.28000000000002,,80.36347457627119,Before Lunch,0
2026-07-01,Wednesday,1,08.30 AM,09.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,88.24,0.0,Theory,No,No,No,No,Cloudy,12,510,555,17,3,2.0,1,88.24,89.54666666666667,94.44666666666666,,80.48773109243699,Before Lunch,0
2026-07-01,Wednesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,A,Computer Lab,103,98,95.15,95.15,0.0,Theory,No,No,No,No,Cloudy,12,555,615,17,3,2.0,2,95.15,95.15,96.19307692307692,95.15,80.58500000000001,Before Lunch,0
2026-07-01,Wednesday,2,09.15 AM,10.15 AM,Mobile Application Development,OL,3,MCA,B,Computer Lab,102,94,92.16,92.16,0.0,Theory,No,No,No,No,Cloudy,12,555,615,17,3,2.0,2,92.16,89.54666666666667,94.27076923076923,92.16,80.70537190082645,Before Lunch,0
2026-07-01,Wednesday,3,10.15 AM,11.15 AM,Software Testing & Quality Assurance,DPY,3,MCA,A,Computer Lab,103,100,97.09,97.09,0.0,Theory,No,No,No,No,Cloudy,10,615,675,17,3,2.0,3,97.09,96.605,96.605,,80.79926229508197,Before Lunch,0
2026-07-01,Wednesday,3,10.15 AM,11.15 AM,Software Testing & Quality Assurance,DPY,3,MCA,B,Computer Lab,102,98,96.08,98.04,0.0,Theory,No,No,No,No,Cloudy,10,615,675,17,3,2.0,3,98.04,96.57,96.57,,80.93170731707318,Before Lunch,0
2026-07-01,Wednesday,4,11.15 AM,12.15.PM,Principles of Cloud Management & Security,SDM,3,MCA,A,Computer Lab,103,100,97.09,95.15,0.0,Theory,No,No,No,No,Cloudy,7,675,735,17,3,2.0,4,95.15,96.12,96.12,,81.05387096774194,Before Lunch,0
2026-07-01,Wednesday,4,11.15 AM,12.15 PM,Principles of Cloud Management & Security,SDM,3,MCA,B,Computer Lab,102,98,96.08,92.16,0.0,Theory,No,No,No,No,Cloudy,7,675,735,17,3,2.0,4,92.16,94.44666666666666,94.44666666666666,,81.18216000000001,Before Lunch,0
2026-07-01,Wednesday,5,01.30 PM,02.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,A,Computer Lab,103,89,86.41,95.15,1.25,Theory,No,No,No,No,Cloudy,14,810,870,17,3,2.0,5,95.15,93.20666666666666,91.91000000000001,,81.30039682539683,After Lunch,0
2026-07-01,Wednesday,5,01.30 PM,02.30 PM,Innovation & Entrepreneurship Development,JSP,3,MCA,B,Computer Lab,102,8,7.84,92.16,1.25,Theory,No,No,No,No,Cloudy,14,810,870,17,3,2.0,5,92.16,89.21666666666665,87.91000000000001,,81.34062992125985,After Lunch,0
